1.241135663092461233e-01,1.123566782750201089e-02,2.079201943651017626e+00,2.104873900990893720e-01,1.874538202335058190e-01,8.928367325170835089e-01,0.000000000000000000e+00,1.534754346182917728e-01,-1.506192486772227390e+01,1.458498288016982558e+00,1.685905745807255718e-01,2.261510177125458654e-01,-1.095785752781845146e-01,1.418205462059370092e-01,1.847118319664833863e-02,-1.629115008160956779e-01,-3.245610790642940169e-02,-1.853465466272642692e-02,4.058959817621011351e-02,1.264903841336962875e-01,1.133656271854107389e-01,1.374389650289443031e-07,8.573523733493296650e-08,8.892131670385814839e-08,6.292460625117572511e-08,1.246348927078938454e-07,9.240698646754753955e-08,1.999538143112081157e-07,1.134027059155167538e-07,1.424511593860687539e-07,2.419337275303393092e-07,8.536952486415546344e-08,3.667092466201331468e-07,8.304761495497082519e-08
1.483403603028878304e-01,2.044215922229743361e-03,3.255892039036019092e+00,1.631314033085045079e-01,1.493414453112165419e-01,1.045923239547954742e+00,0.000000000000000000e+00,1.812940287226001423e-01,-1.652870665175806408e+01,1.097862193812200182e+00,-7.476097731719992812e-01,-5.840992326660403577e-01,-4.890931581495288061e-01,-1.767634096037291047e-01,-4.548695837071166093e-01,-3.591212388071677863e-01,-3.028885975305768419e-01,-3.575131809987969200e-01,-4.284496828157299264e-01,-4.203088799258133390e-01,-3.474592396980330511e-01,6.127301269777864739e-08,5.096518897434277393e-08,4.733797933196540724e-08,1.932604899003806822e-08,1.719096325946131227e-08,6.094912036533953160e-09,1.439863257619057960e-08,1.559359530503671821e-08,2.518847145229323502e-08,9.705706984219855864e-09,4.686561352198092697e-08,1.870536682906002839e-08,1.780267320429510461e-08
1.475285676924681655e-01,4.046706315973581242e-03,3.209261116402307934e+00,1.695807759829725259e-01,1.492845796171747286e-01,1.236694396022294029e+00,0.000000000000000000e+00,1.799062736205593316e-01,-1.558182123811772080e+01,6.656158046572751008e-01,-1.117192397908130630e+00,-4.597545364545935764e-01,-5.583576738942011009e-01,-2.047894715442006297e-01,-4.066259191560712138e-01,-4.897871962141050473e-01,-3.230478505054850125e-01,-5.144976343120102324e-01,-4.393726607649422466e-01,-4.588196930664260043e-01,-3.817050551040677142e-01,1.765305019654528557e-08,1.636010468590518072e-08,2.301133638070893522e-08,1.678686131549945935e-08,5.979729558013078350e-09,1.188240947095715099e-08,1.749528456740547758e-08,1.578741353060090699e-08,1.381706270216986585e-08,1.141106005030614503e-08,2.687231887537119499e-08,5.545985697182493038e-08,1.202980353021512049e-08
1.333048122521727219e-01,4.519037897366317592e-03,3.259800208187636272e+00,1.728302111819585429e-01,1.564426490392430702e-01,1.152237953233609558e+00,0.000000000000000000e+00,1.797732426303854936e-01,-1.546544404291805641e+01,8.783776701518477559e-01,-1.081018617268948212e+00,-5.575720637949566072e-01,-5.595325932827408533e-01,-4.103797253743760587e-01,-4.370795091113724995e-01,-5.248309959457114759e-01,-4.054346868991989261e-01,-4.608878554339301270e-01,-4.221858969178290399e-01,-4.307029137168287836e-01,-4.530081111273367434e-01,1.004225403314241375e-08,1.278573579791088882e-08,1.836963725562476800e-08,1.735348223045339686e-08,2.449677295112781743e-09,2.913161874974508854e-08,6.659788424213384872e-09,3.102317771061228852e-08,1.260224077295548864e-08,2.264335379942923209e-08,3.577289190188293015e-08,4.508996936019530355e-08,1.221494384869347318e-08
1.233168908796536400e-01,2.849723201578923878e-03,3.289533249090836442e+00,1.558694847589149335e-01,1.392525340318692406e-01,1.065054803739953648e+00,0.000000000000000000e+00,1.735782312925170101e-01,-1.612825303832076784e+01,8.228244771610420116e-01,-1.072439924898947794e+00,-6.612284424102345959e-01,-6.658109481054554912e-01,-3.850233831487098191e-01,-6.128339030127889497e-01,-5.223493823483975618e-01,-4.423885296457437111e-01,-4.170844376175836254e-01,-4.191361350173300471e-01,-4.557945073920521839e-01,-5.169611955751325372e-01,1.851908974935309174e-08,9.813177216036185084e-09,3.540384351107023621e-08,1.081027046772969317e-08,4.053617284133560683e-08,1.873350012376030516e-08,2.271510553366356835e-08,9.207137457015837548e-09,7.983633741447505459e-09,2.166775476404379926e-08,5.559764867474323590e-08,1.509941466613113275e-08,1.401357376006895980e-08
1.307167508945591694e-01,1.751814972441991273e-03,3.270207826465640455e+00,1.601307908416916004e-01,1.424884242894453867e-01,1.147670823867098511e+00,0.000000000000000000e+00,1.773968253968253861e-01,-1.656780710712131466e+01,1.088333952114742376e+00,-7.773989152373439460e-01,-3.428617211847164725e-01,-4.623246288007345495e-01,-1.541298309509251969e-03,-2.199081930500751680e-01,-2.850110854213451783e-01,-1.619592060608541217e-01,-2.405790637847064484e-01,-2.322718245201819409e-01,-2.201763554580787319e-01,-3.860720159837499610e-01,5.395023085618444065e-08,1.149009554220575387e-08,2.230659650575276116e-08,2.121549011560606997e-08,5.674225107607916599e-09,2.137480671328928925e-08,2.484789165927609728e-08,1.575178667251897311e-08,3.146232482880868082e-08,3.258178519693839730e-08,2.414249501364522864e-08,3.108265039493408341e-08,1.172588055333825715e-08
1.219608797594554234e-01,4.335836956422749189e-03,3.230164098163051278e+00,1.589047971170345352e-01,1.620687056297119844e-01,8.581671594352249244e-01,0.000000000000000000e+00,1.326863189720332570e-01,-1.561679804155175688e+01,1.417088776037001452e+00,-1.100186574414832918e+00,-3.664519858181246592e-01,-5.916808692192445651e-01,-4.122559309738673683e-01,-3.585465895385189228e-01,-3.991613945574234434e-01,-3.462082579252639958e-01,-4.128594302989490594e-01,-3.994322797131635294e-01,-3.961810658160545562e-01,-4.527525195970181771e-01,5.413732153883090054e-08,1.717862280570312581e-08,1.192686322853673117e-08,2.120812503289832344e-08,2.718433306452642468e-08,1.687107304862000825e-08,1.076915815499756086e-08,4.331484783817569440e-09,4.545300656905527475e-08,1.440934999400270986e-08,8.493883709488911218e-08,4.145437609791264375e-08,2.232843169069498255e-08
1.255995851845581046e-01,2.236440975677443915e-03,3.223959792405504565e+00,1.549703917824372390e-01,1.491478581884236321e-01,9.455122450093738085e-01,0.000000000000000000e+00,1.449856386999244240e-01,-1.653737697323039768e+01,1.212009137371430789e+00,-1.017258558678421299e+00,-3.703216562881643803e-01,-5.447374420273010109e-01,-4.143696071310105644e-01,-3.275625784658332540e-01,-3.429282540330139684e-01,-4.283023289515160981e-01,-5.062387051698189477e-01,-4.711726935291762897e-01,-4.267309252219322335e-01,-4.134416774968035502e-01,1.027236817839064882e-07,7.059896446459633826e-08,3.050240614126513852e-08,1.476455091547761232e-08,2.230251642685532447e-08,1.337915691747901186e-08,1.313071231683175188e-08,3.145829723991371941e-08,2.694093548417741176e-08,2.776731974899765391e-08,4.252569664111191439e-08,8.877807194728364628e-08,2.903770160662422698e-08
1.266744167413707267e-01,3.108727687550145221e-03,3.237362503774238398e+00,1.569355018553289516e-01,1.381115300866753437e-01,1.122167255995743851e+00,0.000000000000000000e+00,1.759879062736205702e-01,-1.593253054208383368e+01,8.558957869239458560e-01,-1.052305339107704851e+00,-5.242655800664126620e-01,-6.228143278012817641e-01,-1.900623080827684996e-01,-3.863317874232179427e-01,-3.927620765453070373e-01,-3.839393745219732423e-01,-3.646297614651816676e-01,-4.220246803269909197e-01,-4.476746787491921453e-01,-4.636053694803127234e-01,1.822386283248607351e-08,2.445758665973322363e-08,3.004975067206806884e-08,1.235859362548874291e-08,9.062189938533091812e-09,1.100922734024178343e-08,1.323692487657273849e-08,9.839726616358333356e-09,1.306394005313881158e-08,1.484556226561909695e-08,4.608595368655472840e-08,5.278630884516799832e-08,1.397363716393803723e-08
1.253864329348948481e-01,2.478849318613482369e-03,3.237632158212372602e+00,1.581873978390154201e-01,1.379656930647778224e-01,1.154937340248845867e+00,0.000000000000000000e+00,1.776326530612244992e-01,-1.621857288554756593e+01,7.997618439330675955e-01,-1.118215115057486386e+00,-5.340907608329370504e-01,-5.449171768808629412e-01,-2.898160891872188505e-01,-3.989189517912649086e-01,-4.264266952586462933e-01,-3.427651050831717061e-01,-4.538644799953395759e-01,-4.441366138577070299e-01,-4.160297013704008506e-01,-4.333451465417806903e-01,1.159611657719277351e-08,1.184286442486766842e-08,1.540279426330584910e-08,1.678350985751223267e-08,1.105541964383289307e-08,1.183094307087743092e-08,1.010330545511434205e-08,7.472544848346932300e-09,2.084946795182036948e-08,1.792974424907336030e-08,3.794386337665131012e-08,3.104234254988063136e-08,8.709686860526608004e-09
